Current_Loan_Amount,Term,Credit_Score,Annual_Income,Years_in_current_job,Home_Ownership,Purpose,Monthly_Debt,Years_of_Credit_History,Number_of_Open_Accounts,Number_of_Credit_Problems,Current_Credit_Balance,Maximum_Open_Credit,Bankruptcies,Tax_Liens,Debt_To_Income_Ratio
429396.0,0,1,1390667.0,2.0,3,3,22714.12,13.6,13.0,0.0,281390.0,1184810.0,0.0,0.0,0.19599907094940772
139964.0,1,1,1152160.0,5.0,1,3,7498.73,11.8,8.0,0.0,225967.0,415316.0,0.0,0.0,0.07810092348284961
111474.0,1,1,1578881.0,7.0,1,1,21314.77,17.6,15.0,1.0,40869.0,487960.0,1.0,0.0,0.16199906136054587
647064.0,0,1,1955898.0,15.0,1,1,6796.87,16.0,5.0,0.0,361171.0,705210.0,0.0,0.0,0.04170076353674885
236610.0,1,1,983858.0,9.0,3,3,21152.7,17.1,6.0,0.0,65075.0,78892.0,0.0,0.0,0.2579969873701286
133694.0,1,1,1369106.0397805213,3.0,3,7,6741.2,18.4,4.0,0.0,151753.0,178200.0,0.0,0.0,0.0590855621475222
284768.0,1,2,1339614.0,15.0,3,3,24113.09,24.8,12.0,0.0,410666.0,580602.0,0.0,0.0,0.21600034039656202
258742.0,1,1,1369106.0397805213,2.0,1,3,31253.67,21.5,10.0,0.0,219146.0,286704.0,0.0,0.0,0.27393352238817276
112552.0,1,1,758119.0,15.0,3,7,20026.95,19.1,10.0,0.0,163970.0,829070.0,0.0,0.0,0.31699957394551515
247830.0,1,1,1369106.0397805213,7.993557422969188,3,3,13309.12,17.5,14.0,0.0,233035.0,418968.0,0.0,0.0,0.1166523522353336
520916.0,0,1,1537119.0,6.0,3,3,39837.11,15.3,14.0,0.0,477527.0,853270.0,0.0,0.0,0.3110008528942782
267564.0,1,1,1107244.0,15.0,1,3,31187.36,19.9,7.0,2.0,326515.0,533236.0,1.0,1.0,0.33799986272221844
267322.0,0,1,1369106.0397805213,7.0,2,3,14329.99,22.0,5.0,0.0,161519.0,380886.0,0.0,0.0,0.12560011788974837
335896.0,1,1,1042625.0,15.0,1,3,24240.96,28.4,9.0,0.0,37506.0,176572.0,0.0,0.0,0.2789991799544419
135168.0,1,1,992256.0,15.0,1,3,11658.97,27.2,10.0,1.0,277495.0,685124.0,1.0,0.0,0.14099954044117646
107668.0,1,1,1369106.0397805213,7.993557422969188,1,7,13035.14,29.8,14.0,0.0,253802.0,663366.0,0.0,0.0,0.11425096044793992
225478.0,0,1,757511.0,5.0,1,3,13256.3,12.0,7.0,0.0,150746.0,250426.0,0.0,0.0,0.20999774260703805
708422.0,0,1,2132123.0,15.0,1,3,41576.37,28.5,26.0,0.0,675355.0,1233452.0,0.0,0.0,0.23399983959649612
259930.0,0,0,467685.0,7.993557422969188,2,3,7482.96,5.6,8.0,0.0,254106.0,610412.0,0.0,0.0,0.192
244222.0,1,1,1514813.0,15.0,3,3,16284.14,16.4,7.0,1.0,528295.0,681978.0,0.0,1.0,0.1289992098034543
120450.0,0,1,786448.0,3.0,3,3,4666.21,13.0,9.0,0.0,77349.0,182424.0,0.0,0.0,0.07119926555856204
232452.0,1,1,1353674.0,7.993557422969188,1,3,31134.54,24.1,7.0,0.0,91599.0,101794.0,0.0,0.0,0.27600033686101677
209726.0,1,1,1495034.0,15.0,2,3,27284.57,26.4,11.0,0.0,76285.0,102102.0,0.0,0.0,0.21900160130137508
178024.0,1,1,864842.0,2.0,3,3,4648.54,11.4,6.0,0.0,146623.0,388498.0,0.0,0.0,0.06450019772397733
539990.0,0,1,1399065.0,15.0,3,3,39640.27,18.3,12.0,0.0,238754.0,431948.0,0.0,0.0,0.34000081482990424
602998.0,0,1,1315807.0,15.0,1,11,17763.48,24.4,8.0,0.0,737941.0,1252900.0,0.0,0.0,0.16200077974961374
217668.0,1,1,657951.0,7.993557422969188,3,3,15681.27,22.1,13.0,1.0,189449.0,400312.0,1.0,0.0,0.28600190591700597
773168.0,0,0,1452645.0,15.0,3,2,28568.78,16.2,10.0,0.0,778848.0,1250810.0,0.0,0.0,0.23600078477535807
434192.0,1,1,3093618.0,0.5,3,3,39701.45,21.0,16.0,0.0,409564.0,1222232.0,0.0,0.0,0.15400007370011423
552310.0,1,1,3603502.0,15.0,1,3,68766.7,23.0,19.0,0.0,2029846.0,6267602.0,0.0,0.0,0.22899956764280965
216744.0,1,1,561564.0,0.5,3,3,11371.69,14.0,10.0,0.0,115083.0,166980.0,0.0,0.0,0.2430004060089322
667062.0,0,1,2976521.0,15.0,1,5,22670.99,17.8,7.0,0.0,276583.0,825396.0,0.0,0.0,0.09139928124142246
203456.0,1,1,565269.0,4.0,3,3,10316.24,12.9,5.0,0.0,139973.0,196460.0,0.0,0.0,0.21900171422809317
669174.0,0,1,1207450.0,15.0,2,3,10967.75,14.0,10.0,0.0,499149.0,1022934.0,0.0,0.0,0.10900078678206136
273900.0,1,1,657096.0,15.0,3,3,13525.15,16.0,8.0,0.0,155496.0,234740.0,0.0,0.0,0.24699861207494794
134926.0,1,1,1670271.0,6.0,3,3,26028.48,14.2,12.0,1.0,225207.0,362208.0,1.0,0.0,0.18700064839777497
218504.0,1,1,1094514.0,15.0,1,5,10580.34,14.5,17.0,0.0,126882.0,992706.0,0.0,0.0,0.1160004166232684
111100.0,1,2,767600.0,7.993557422969188,3,11,4394.51,9.0,8.0,0.0,36461.0,173030.0,0.0,0.0,0.0687
96800.0,1,0,464417.0,3.0,1,11,7004.73,6.5,6.0,0.0,316901.0,659956.0,0.0,0.0,0.18099414965429775
499730.0,0,1,969855.0,15.0,3,3,21175.31,20.2,10.0,0.0,596676.0,882354.0,0.0,0.0,0.2620017631501616
33198.0,1,1,726256.0,15.0,1,11,12407.0,37.2,9.0,0.0,365579.0,469282.0,0.0,0.0,0.20500209292591043
139414.0,1,1,1120050.0,7.993557422969188,3,3,19787.55,13.9,10.0,0.0,388816.0,631444.0,0.0,0.0,0.21200000000000002
109978.0,1,1,1369106.0397805213,7.0,2,5,5271.36,46.0,6.0,1.0,206739.0,296978.0,1.0,0.0,0.046202644763834726
66440.0,1,1,554591.0,7.993557422969188,3,6,12293.19,14.6,7.0,1.0,103816.0,212388.0,1.0,0.0,0.26599472403987806
130306.0,1,2,750272.0,5.0,3,7,11785.51,26.1,6.0,0.0,22762.0,283514.0,0.0,0.0,0.1884997974068071
615956.0,1,2,1338037.0,15.0,2,3,25422.76,19.6,12.0,0.0,470706.0,837232.0,0.0,0.0,0.22800051119662612
386694.0,1,2,1498872.0,15.0,1,3,36347.57,16.2,16.0,0.0,645924.0,1025948.0,0.0,0.0,0.2909993915424399
329846.0,1,2,1956031.0,15.0,3,3,18093.13,16.8,17.0,0.0,339017.0,1024936.0,0.0,0.0,0.11099903835879904
218922.0,1,1,623922.0,15.0,3,5,7279.09,16.3,7.0,0.0,8037.0,145376.0,0.0,0.0,0.14
460790.0,1,1,1895060.0,2.0,3,3,11259.97,21.2,10.0,1.0,13965.0,215622.0,1.0,0.0,0.07130098255464207
152108.0,0,1,591945.0,5.0,1,5,10433.09,11.2,7.0,0.0,77273.0,128194.0,0.0,0.0,0.21150120365912373
538340.0,0,0,1673748.0,3.0,3,3,15342.69,24.6,20.0,0.0,297236.0,708180.0,0.0,0.0,0.11
337700.0,0,1,845766.0,5.0,1,5,13884.63,10.4,12.0,0.0,161215.0,455290.0,0.0,0.0,0.19699959563283462
376618.0,0,0,971109.0,2.0,3,3,17884.51,19.2,12.0,0.0,446177.0,512006.0,0.0,0.0,0.22099900217174384
753676.0,1,1,3440482.0,7.0,1,3,36985.21,20.8,10.0,0.0,359043.0,878922.0,0.0,0.0,0.12900009940467644
65978.0,0,1,911639.0,5.0,3,3,7695.76,14.9,11.0,0.0,77501.0,322828.0,0.0,0.0,0.1013000979554407
667568.0,0,0,1520133.0,15.0,3,3,24575.74,22.0,10.0,0.0,424935.0,598576.0,0.0,0.0,0.19400202482282802
643566.0,0,1,1472880.0,0.5,1,3,26021.07,27.3,12.0,0.0,785346.0,1381974.0,0.0,0.0,0.2120015479876161
55396.0,1,1,1369106.0397805213,9.0,1,3,7212.02,14.7,14.0,1.0,189810.0,491700.0,0.0,0.0,0.06321222570449966
549890.0,1,0,2944411.0,7.993557422969188,3,3,16292.5,20.4,9.0,0.0,545300.0,735042.0,0.0,0.0,0.06640037684956346
352176.0,0,1,1140570.0,15.0,1,3,16823.36,15.5,16.0,0.0,446044.0,895092.0,0.0,0.0,0.17699950024987507
323444.0,1,2,931095.0,7.0,3,3,13656.06,14.7,13.0,0.0,203167.0,619080.0,0.0,0.0,0.176
676434.0,1,1,4284082.0,7.0,1,3,51765.88,19.1,23.0,0.0,559721.0,2083884.0,0.0,0.0,0.14499968954842601
111210.0,1,0,323171.0,7.993557422969188,2,3,1707.53,12.7,5.0,0.0,68324.0,397496.0,0.0,0.0,0.06340408019283908
88924.0,1,2,537586.0,9.0,1,3,2495.27,24.2,9.0,0.0,95760.0,759506.0,0.0,0.0,0.055699441577719666
400356.0,1,2,1507916.0,6.0,1,3,9738.64,10.4,14.0,0.0,246487.0,556358.0,0.0,0.0,0.07750012600171362
163130.0,1,1,1502672.0,15.0,2,3,10142.96,24.9,8.0,0.0,184319.0,254386.0,0.0,0.0,0.0809993930811248
400312.0,1,1,960355.0,9.0,3,3,18566.99,14.3,6.0,0.0,274854.0,446974.0,0.0,0.0,0.2320015827480463
535436.0,0,1,1202320.0,3.0,3,3,21892.18,21.0,18.0,0.0,298661.0,1383228.0,0.0,0.0,0.2184993678887484
576356.0,0,0,1275812.0,15.0,3,3,19775.2,24.4,11.0,1.0,1653.0,128326.0,1.0,0.0,0.1860010722582951
430232.0,0,0,2139951.0,9.0,3,3,32099.36,14.3,10.0,0.0,86564.0,159874.0,0.0,0.0,0.18000053272247823
92224.0,1,1,1422150.0,9.0,3,3,22398.91,39.7,9.0,0.0,244853.0,474122.0,0.0,0.0,0.18900040080160319
707762.0,1,1,1369106.0397805213,15.0,1,3,22199.03,28.5,15.0,0.0,509922.0,678656.0,0.0,0.0,0.19457102098731827
168696.0,1,2,751944.0,5.0,1,3,6128.26,16.2,10.0,0.0,99465.0,307098.0,0.0,0.0,0.09779866585809581
217096.0,1,1,2249904.0,15.0,1,3,52122.7,20.7,12.0,0.0,1180736.0,2116356.0,0.0,0.0,0.2779995946493717
472516.0,1,1,1369106.0397805213,7.0,3,3,15953.35,12.6,9.0,0.0,494665.0,805574.0,0.0,0.0,0.13982861402809194
222090.0,1,2,2877075.0,15.0,1,3,16902.78,36.9,19.0,0.0,164806.0,1927464.0,0.0,0.0,0.07049985141158989
227172.0,1,1,683468.0,3.0,3,11,12359.31,15.0,7.0,0.0,90288.0,167816.0,0.0,0.0,0.21699877682642055
93852.0,1,2,1640517.0,4.0,1,3,3267.24,9.7,5.0,0.0,91675.0,147422.0,0.0,0.0,0.023899100100760916
368148.0,0,1,757036.0,7.993557422969188,1,3,13311.21,15.1,10.0,0.0,365750.0,714164.0,0.0,0.0,0.21099989960847304
335082.0,0,1,1532407.0,15.0,1,3,34223.94,25.5,12.0,0.0,758176.0,1061544.0,0.0,0.0,0.2680014382602012
218240.0,1,2,1112032.0,15.0,1,3,3790.12,11.4,5.0,2.0,102961.0,264352.0,2.0,0.0,0.040899398578458174
112662.0,1,2,1945980.0,15.0,1,7,3648.76,19.4,6.0,0.0,126559.0,893618.0,0.0,0.0,0.022500292911540716
44286.0,1,1,1109163.0,15.0,1,3,18670.92,15.4,17.0,0.0,103170.0,300894.0,0.0,0.0,0.2020001027802045
131780.0,1,1,1281531.0,6.0,1,3,26912.17,22.2,14.0,0.0,748049.0,1044824.0,0.0,0.0,0.2520001779122003
216656.0,1,1,1010401.0,6.0,3,3,17766.33,15.5,12.0,0.0,179037.0,515658.0,0.0,0.0,0.21100133511348468
65516.0,1,1,848844.0,2.0,1,11,6281.4,12.7,4.0,0.0,23655.0,41492.0,0.0,0.0,0.08879935535858177
195712.0,1,1,1369106.0397805213,15.0,3,3,18169.89,33.6,10.0,1.0,99237.0,208934.0,1.0,0.0,0.15925623995855964
163460.0,1,2,1223391.0,7.0,3,3,15904.14,17.5,11.0,0.0,100548.0,119900.0,0.0,0.0,0.15600055910170993
104632.0,1,1,2259024.0,15.0,3,3,1769.66,15.1,5.0,1.0,62757.0,283866.0,1.0,0.0,0.009400484457004442
502414.0,0,1,1369106.0397805213,15.0,1,3,24892.47,20.4,16.0,0.0,540854.0,731610.0,0.0,0.0,0.21817860072247258
675378.0,1,0,1887650.0,2.0,3,11,13481.07,10.4,6.0,0.0,122474.0,191642.0,0.0,0.0,0.08570065425264217
226138.0,1,1,801933.0,2.0,3,3,14568.25,37.7,15.0,0.0,229710.0,515460.0,0.0,0.0,0.21799701471319927
131912.0,1,1,1369106.0397805213,15.0,2,3,5297.77,23.0,13.0,1.0,173736.0,586454.0,1.0,0.0,0.046434124277321354
191378.0,1,1,770051.0,8.0,3,3,6737.78,10.4,13.0,1.0,173356.0,526834.0,1.0,0.0,0.1049974092625034
174900.0,1,2,1390097.0,2.0,1,11,14955.09,17.4,9.0,0.0,80845.0,300036.0,0.0,0.0,0.12909968153301532
270248.0,1,1,1369106.0397805213,4.0,3,3,14689.85,9.6,4.0,0.0,284506.0,328768.0,0.0,0.0,0.12875423442603381
224158.0,1,1,1161546.0,15.0,1,3,6252.9,24.5,9.0,0.0,181165.0,396528.0,0.0,0.0,0.06459907743645107
156288.0,0,0,2272761.0,5.0,2,14,27651.84,21.5,12.0,5.0,112138.0,178596.0,0.0,0.0,0.14599954856669928
529540.0,1,2,2286612.0,7.993557422969188,3,3,25724.48,18.6,12.0,0.0,320853.0,854040.0,0.0,0.0,0.13500049855419283
331958.0,1,2,955605.0,15.0,1,3,10033.9,18.9,11.0,0.0,48564.0,305602.0,0.0,0.0,0.1260005964807635
302698.0,1,1,1403226.0,7.0,3,3,16137.08,13.1,11.0,0.0,245366.0,843062.0,0.0,0.0,0.1379998375172638
221980.0,1,1,572280.0,3.0,1,3,5245.9,24.2,15.0,1.0,175788.0,602184.0,1.0,0.0,0.11
132198.0,1,1,1369106.0397805213,0.5,1,3,9886.84,36.4,27.0,0.0,211755.0,596552.0,0.0,0.0,0.0866566040560447
431552.0,1,1,931760.0,3.0,3,3,9628.25,11.3,9.0,0.0,276336.0,399960.0,0.0,0.0,0.12400081566068516
123618.0,0,0,1261676.0,7.993557422969188,2,3,11355.16,15.8,8.0,0.0,51794.0,134772.0,0.0,0.0,0.1080007228480212
66220.0,1,2,1182009.0,5.0,1,5,12016.93,16.5,10.0,0.0,70129.0,264462.0,0.0,0.0,0.12199836041857548
454278.0,1,2,2241924.0,6.0,1,3,16141.83,26.7,12.0,0.0,700359.0,1012396.0,0.0,0.0,0.08639987796196481
179520.0,1,1,5426400.0,3.0,1,5,10807.58,15.2,6.0,0.0,24358.0,89826.0,0.0,0.0,0.0239
103224.0,1,1,650104.0,7.993557422969188,1,3,15277.52,36.6,11.0,0.0,416784.0,550286.0,0.0,0.0,0.28200140285246666
219626.0,1,2,1138062.0,5.0,3,3,16217.45,5.7,11.0,0.0,159049.0,318604.0,0.0,0.0,0.17100070119202646
434412.0,1,1,1519449.0,0.5,1,3,24564.53,15.2,5.0,0.0,56981.0,65142.0,0.0,0.0,0.19400082529917095
327470.0,1,1,1369106.0397805213,7.993557422969188,1,3,15405.01,30.7,15.0,1.0,362463.0,1645842.0,0.0,0.0,0.1350224998128228
268246.0,1,1,1369106.0397805213,5.0,3,3,10928.99,31.9,10.0,0.0,154204.0,561440.0,0.0,0.0,0.0957908855774415
222002.0,1,1,1150374.0,7.993557422969188,1,3,8915.37,17.9,7.0,1.0,90516.0,186472.0,0.0,0.0,0.09299970270538105
75922.0,1,1,1369106.0397805213,15.0,1,7,4141.24,29.9,15.0,0.0,81225.0,752378.0,0.0,0.0,0.03629731997089611
112420.0,1,1,1369106.0397805213,0.5,1,5,2679.0,17.9,4.0,0.0,27702.0,201784.0,0.0,0.0,0.02348101539684507
362758.0,0,0,748144.0,0.5,3,3,8977.69,17.3,6.0,1.0,162754.0,365926.0,0.0,0.0,0.14399939049167007
394900.0,1,2,1837832.0,15.0,1,3,15621.61,18.1,15.0,0.0,356364.0,684310.0,0.0,0.0,0.1020002481184352
269104.0,1,2,871112.0,3.0,1,3,15680.13,12.5,11.0,0.0,245480.0,693264.0,0.0,0.0,0.21600157040656082
643764.0,0,1,1369106.0397805213,7.0,1,3,36342.44,14.4,10.0,0.0,295431.0,828256.0,0.0,0.0,0.31853579440049207
223696.0,1,2,1004606.0,15.0,2,5,11134.19,15.2,13.0,1.0,83809.0,960784.0,1.0,0.0,0.13299769262775657
379676.0,1,1,1311095.0,0.5,1,3,9680.31,19.7,13.0,2.0,134444.0,415140.0,0.0,0.0,0.08860053619302949
219692.0,1,1,1369106.0397805213,7.0,3,3,15020.64,16.4,20.0,0.0,200678.0,647262.0,0.0,0.0,0.13165355696545986
216810.0,1,1,660288.0,3.0,2,3,9629.2,15.0,14.0,1.0,98724.0,343266.0,1.0,0.0,0.17500000000000002
327074.0,1,1,1412327.0,8.0,3,3,18866.24,25.4,10.0,0.0,254315.0,387970.0,0.0,0.0,0.16029919416679
106304.0,1,1,688522.0,7.0,1,3,16122.64,10.9,11.0,0.0,218690.0,602932.0,0.0,0.0,0.28099563993597876
314138.0,1,2,1317707.0,15.0,3,3,19875.52,25.0,9.0,0.0,184794.0,354244.0,0.0,0.0,0.1810009660721238
270336.0,1,1,1369106.0397805213,15.0,3,3,11175.23,18.5,5.0,0.0,1957.0,377476.0,0.0,0.0,0.09794914060966217
64790.0,1,1,1175093.0,6.0,3,3,7648.07,11.8,12.0,0.0,86830.0,114510.0,0.0,0.0,0.07810176726437822
64526.0,1,2,287812.0,7.993557422969188,1,11,846.64,16.4,6.0,0.0,23294.0,120406.0,0.0,0.0,0.035299709532611565
248270.0,1,1,1369106.0397805213,4.0,3,3,18546.09,14.9,12.0,1.0,111416.0,135234.0,1.0,0.0,0.16255357403556342
64724.0,1,1,1369106.0397805213,5.0,1,3,13198.54,17.2,15.0,0.0,155876.0,343112.0,0.0,0.0,0.1156831358551234
661320.0,0,1,1523040.0,7.0,3,3,17134.2,16.0,12.0,0.0,198227.0,397100.0,0.0,0.0,0.135
69234.0,1,1,1354491.0,5.0,3,7,24945.29,15.4,12.0,0.0,355129.0,439318.0,0.0,0.0,0.2210007153978875
526570.0,0,0,1155865.0,9.0,3,3,23599.14,23.3,23.0,0.0,327313.0,873290.0,0.0,0.0,0.24500238349634254
61446.0,1,1,946523.0,8.0,1,3,17195.19,15.4,19.0,0.0,56468.0,432982.0,0.0,0.0,0.2180002810285645
292490.0,1,1,1369106.0397805213,15.0,1,3,23110.84,30.0,12.0,0.0,226119.0,526834.0,0.0,0.0,0.20256289282345014
515592.0,1,2,1205987.0,8.0,1,3,24521.59,21.1,21.0,0.0,430198.0,730400.0,0.0,0.0,0.24399855056480707
479116.0,1,1,1618496.0,15.0,1,3,34258.33,16.4,16.0,1.0,89889.0,414656.0,1.0,0.0,0.25400122088655147
268070.0,0,1,1678460.0,4.0,3,3,22799.05,30.6,10.0,0.0,1006088.0,1199726.0,0.0,0.0,0.1629997736019923
394372.0,0,1,1551616.0,0.5,1,3,30644.34,14.0,10.0,0.0,251902.0,405108.0,0.0,0.0,0.23699941222570536
656634.0,0,1,1369106.0397805213,15.0,1,3,40433.71,19.2,16.0,0.0,731861.0,1200298.0,0.0,0.0,0.35439513514802856
173272.0,1,1,714799.0,3.0,1,3,7505.38,16.6,11.0,1.0,103721.0,197208.0,0.0,0.0,0.1259998405146062
94292.0,1,1,1369106.0397805213,0.5,3,3,14056.01,10.3,24.0,0.0,66538.0,116732.0,0.0,0.0,0.12319872610235472
528836.0,0,1,2854560.0,0.5,1,3,24739.52,26.0,8.0,0.0,117287.0,187330.0,0.0,0.0,0.104
267806.0,1,1,867312.0,8.0,3,3,25296.6,10.6,11.0,0.0,235486.0,546436.0,0.0,0.0,0.35
310860.0,1,2,989520.0,7.993557422969188,2,3,8658.3,23.0,12.0,0.0,352659.0,663960.0,0.0,0.0,0.10499999999999998
389378.0,1,1,1369106.0397805213,15.0,1,0,19724.28,19.7,7.0,1.0,91694.0,251592.0,1.0,0.0,0.17288022484945248
327118.0,1,1,1351584.0,4.0,2,5,18133.79,14.9,13.0,0.0,132392.0,378532.0,0.0,0.0,0.16100033738191635
173998.0,1,1,1089441.0,9.0,1,3,4094.5,26.5,12.0,1.0,86963.0,206778.0,1.0,0.0,0.045100193585517714
176352.0,1,2,1332660.0,9.0,3,7,21211.6,21.5,11.0,0.0,216790.0,511214.0,0.0,0.0,0.19100085543199313
766150.0,0,0,1512400.0,9.0,1,3,31634.24,17.9,14.0,0.0,632054.0,956648.0,0.0,0.0,0.2509989949748744
438108.0,1,2,3783660.0,0.5,1,5,21976.73,28.4,19.0,0.0,32528.0,1344838.0,0.0,0.0,0.06969990961132871
140668.0,1,2,766707.0,0.5,2,3,9775.31,12.8,10.0,0.0,177441.0,301246.0,0.0,0.0,0.15299680321165712
752224.0,0,1,2505758.0,0.5,3,3,21716.43,21.5,7.0,0.0,465538.0,1571526.0,0.0,0.0,0.10399933273684052
393316.0,0,1,1868213.0,0.5,1,3,24598.16,13.2,13.0,0.0,322240.0,673486.0,0.0,0.0,0.15800014238205173
241362.0,0,0,947530.0,0.5,3,3,17110.83,11.2,4.0,0.0,222319.0,259776.0,0.0,0.0,0.2167002205734911
154704.0,1,1,1369106.0397805213,7.993557422969188,1,3,13439.65,15.3,8.0,0.0,60743.0,92796.0,0.0,0.0,0.11779642724083944
133760.0,1,1,1369106.0397805213,15.0,1,3,21485.96,15.9,22.0,0.0,252814.0,519024.0,0.0,0.0,0.18832107412317928
428758.0,1,1,1031206.0,7.993557422969188,1,3,22772.45,43.7,15.0,0.0,412908.0,762520.0,0.0,0.0,0.26499981574971443
258324.0,1,1,658141.0,7.993557422969188,3,3,13162.82,12.0,20.0,0.0,185592.0,223850.0,0.0,0.0,0.24
785400.0,0,1,1744200.0,5.0,3,3,33575.85,13.0,20.0,0.0,675089.0,1104070.0,0.0,0.0,0.23099999999999998
536668.0,0,1,1486997.0,15.0,1,3,40768.3,20.1,11.0,0.0,721088.0,990440.0,0.0,0.0,0.3289983772663967
538296.0,1,2,1115718.0,15.0,3,3,25847.41,24.0,19.0,0.0,526927.0,2047452.0,0.0,0.0,0.27799938694186166
662442.0,0,1,1964239.0,15.0,1,3,26189.79,37.5,14.0,0.0,464816.0,750640.0,0.0,0.0,0.1599996130817075
585464.0,1,1,1369106.0397805213,0.5,2,0,7808.43,23.5,7.0,0.0,1517093.0,45042030.0,0.0,0.0,0.06843966594071929
246664.0,0,1,1514015.0,15.0,1,3,39490.55,12.5,9.0,0.0,235809.0,323532.0,0.0,0.0,0.31299993725293346
131362.0,1,1,1369106.0397805213,2.0,3,7,532.57,16.0,3.0,0.0,17138.0,171006.0,0.0,0.0,0.004667892635273528
258830.0,1,1,978272.0,15.0,1,3,16385.98,20.5,15.0,1.0,226309.0,483472.0,1.0,0.0,0.20099906774394033
760144.0,0,1,1369106.0397805213,2.0,3,3,35731.78,34.6,10.0,0.0,388151.0,1255408.0,0.0,0.0,0.31318345514620405
44088.0,1,1,799520.0,2.0,3,3,23119.39,15.9,13.0,0.0,353837.0,584452.0,0.0,0.0,0.34699904942965776
280786.0,0,1,1156568.0,7.993557422969188,3,3,6158.66,27.4,8.0,0.0,226974.0,380336.0,0.0,0.0,0.06389932974109606
215622.0,1,1,1512970.0,9.0,1,2,11662.58,17.3,9.0,0.0,38266.0,351692.0,0.0,0.0,0.09250081627527314
240812.0,0,1,1607096.0,15.0,3,3,19820.61,12.6,12.0,1.0,170867.0,433862.0,1.0,0.0,0.1479982029698288
79772.0,1,1,1435127.0,15.0,1,3,11600.45,21.8,4.0,0.0,13357.0,22154.0,0.0,0.0,0.09699866283611139
222002.0,1,1,1369106.0397805213,0.5,1,3,20518.48,17.9,17.0,1.0,104671.0,352330.0,1.0,0.0,0.17984126345646048
431068.0,0,1,1396082.0,15.0,3,3,8492.81,16.2,13.0,0.0,88901.0,379852.0,0.0,0.0,0.07299980946677917
89232.0,1,1,577980.0,5.0,3,3,5828.06,15.0,10.0,0.0,75373.0,127226.0,0.0,0.0,0.12100197238658777
347358.0,0,1,1874920.0,15.0,3,3,20155.39,9.3,12.0,0.0,324558.0,514822.0,0.0,0.0,0.129
97834.0,1,1,1493856.0,2.0,3,0,14689.66,11.0,7.0,0.0,273866.0,406560.0,0.0,0.0,0.1180006105006105
314688.0,0,1,1434329.0,15.0,1,3,10733.48,16.5,15.0,1.0,134558.0,1089572.0,1.0,0.0,0.08979931382548913
350658.0,0,1,1358557.0,15.0,3,3,32039.32,12.0,10.0,0.0,212230.0,482812.0,0.0,0.0,0.283000153839699
467830.0,1,2,1500677.0,15.0,1,3,15507.04,25.1,12.0,0.0,350949.0,1069376.0,0.0,0.0,0.124000354506666
121418.0,1,2,371184.0,3.0,2,3,8753.87,9.8,16.0,0.0,130055.0,417186.0,0.0,0.0,0.28300368550368554
644688.0,0,1,1369106.0397805213,4.0,1,3,27838.8,16.0,12.0,0.0,436924.0,704594.0,0.0,0.0,0.2440027216982794
375320.0,1,0,1279080.0,7.0,1,3,32723.13,21.0,22.0,0.0,438767.0,996160.0,0.0,0.0,0.307
161832.0,1,1,2271013.0,15.0,2,3,38853.48,29.6,11.0,0.0,238108.0,339526.0,0.0,0.0,0.20530122901101844
270556.0,0,1,1369106.0397805213,2.0,3,0,48657.67,23.5,13.0,0.0,911867.0,1482932.0,0.0,0.0,0.42647685645562017
156024.0,1,1,1216475.0,15.0,1,11,7765.3,19.9,9.0,0.0,360962.0,859980.0,0.0,0.0,0.07660132760640376
402314.0,0,1,1369106.0397805213,15.0,1,3,29726.45,14.7,15.0,0.0,155230.0,337854.0,0.0,0.0,0.2605476782917302
157168.0,1,1,775580.0,2.0,1,3,10922.72,10.7,6.0,0.0,252111.0,496430.0,0.0,0.0,0.16899951004409602
401060.0,0,1,1731888.0,6.0,1,3,23957.86,15.8,10.0,0.0,323760.0,452232.0,0.0,0.0,0.16600052659294368
130504.0,1,2,755003.0,3.0,1,3,1843.38,9.5,5.0,0.0,59185.0,139304.0,0.0,0.0,0.029298638548456102
225302.0,1,1,1369106.0397805213,7.993557422969188,1,3,35834.95,25.0,20.0,0.0,2122604.0,8192492.0,0.0,0.0,0.31408772403701873
44550.0,1,1,1000540.0,9.0,1,5,18426.77,15.9,8.0,0.0,340233.0,459140.0,0.0,0.0,0.22100189897455375
404030.0,0,0,1647794.0,2.0,1,3,16889.86,12.4,8.0,0.0,46379.0,108042.0,0.0,0.0,0.12299979244978439
95986.0,1,1,606290.0,7.0,3,3,9145.08,14.7,11.0,1.0,39026.0,122144.0,1.0,0.0,0.18100407395800688
378400.0,0,1,1361654.0,15.0,1,3,17406.47,20.0,9.0,0.0,66595.0,328174.0,0.0,0.0,0.15339993860408005
134090.0,1,1,579063.0,0.5,3,3,8444.74,9.0,5.0,0.0,79078.0,127358.0,0.0,0.0,0.17500147652327985
266596.0,0,2,805828.0,15.0,1,3,8864.07,17.7,7.0,0.0,205827.0,333322.0,0.0,0.0,0.13199943412241819
233794.0,1,2,1826850.0,7.0,1,3,31056.26,22.5,12.0,0.0,337364.0,527890.0,0.0,0.0,0.203998751950078
326876.0,1,1,1166809.0,4.0,3,3,18250.83,11.4,18.0,0.0,409830.0,1083434.0,0.0,0.0,0.18769992346647996
463430.0,1,2,1524712.0,7.0,1,3,23251.82,35.2,11.0,0.0,828723.0,1323542.0,0.0,0.0,0.18299970092712592
139612.0,1,1,1234867.0,15.0,1,3,17905.6,21.3,9.0,0.0,273239.0,422950.0,0.0,0.0,0.1740002769529026
